Subject:	S205
Project:	glassroutes
Time:	2015-01-21_11-33-36

Matlab_now	Increasing Marker	BoxyTime	Marker	A-DC1	A-DC2	A-DC3	A-DC4	A-DC5	A-DC6	A-DC7	A-DC8	B-DC1	B-DC2	B-DC3	B-DC4	B-DC5	B-DC6	B-DC7	B-DC8
41625.610	0	3015.788	0	1991.000	453.900	104.900	25.870	2513.000	548.100	127.900	30.120	272.800	62.430	16.660	5.037	460.800	104.400	27.850	9.266	
41625.721	0	3015.872	0	1989.000	450.500	104.400	25.690	2482.000	541.200	126.700	29.360	274.300	62.620	16.930	5.171	463.900	105.200	28.110	9.380	
41625.734	0	3015.935	0	1969.000	439.400	101.900	25.300	2445.000	530.900	122.700	28.690	275.300	62.940	16.940	5.232	460.800	104.700	28.040	9.438	
41625.843	0	3016.019	0	1936.000	428.700	98.520	24.690	2410.000	519.400	119.200	27.960	277.300	63.860	17.340	5.401	468.800	106.900	28.670	9.619	
41625.958	0	3016.124	0	1913.000	424.200	97.710	24.520	2385.000	514.700	118.100	28.000	276.900	65.330	17.590	5.522	476.900	109.500	29.130	9.908	
41625.970	0	3016.187	0	1889.000	418.900	96.480	24.210	2397.000	516.600	119.600	28.400	282.500	65.940	17.730	5.573	481.400	110.000	29.030	9.839	
41626.061	0	3016.313	0	1843.000	411.500	94.980	23.970	2339.000	503.600	116.500	27.700	284.100	66.340	17.830	5.575	483.700	110.000	29.280	9.939	
41626.167	0	3016.396	0	1825.000	399.400	93.010	23.380	2303.000	494.400	114.700	27.170	285.400	66.190	17.940	5.634	484.700	111.900	29.590	10.040	
41626.267	0	3016.480	0	1771.000	392.200	91.120	23.120	2264.000	485.700	113.300	26.880	287.200	66.880	18.050	5.675	490.100	112.900	29.760	10.080	
41626.368	0	3016.565	0	1731.000	385.500	89.520	22.700	2211.000	475.800	110.600	26.340	292.000	67.510	18.170	5.661	494.300	114.000	30.150	10.130	
41626.468	0	3016.649	0	1704.000	374.500	86.480	22.230	2186.000	458.400	107.700	25.820	289.400	67.510	18.150	5.643	496.000	114.700	30.240	10.170	
41626.580	0	3016.733	0	1677.000	359.200	85.420	21.800	2144.000	451.200	107.300	25.550	292.800	67.700	18.150	5.678	496.700	114.900	30.360	10.180	
41626.593	0	3016.796	0	1653.000	356.300	85.550	21.850	2144.000	453.200	107.100	25.430	293.800	67.800	18.070	5.657	496.800	115.000	30.310	10.240	
41626.702	0	3016.880	0	1656.000	365.000	85.660	21.930	2134.000	455.000	106.800	25.470	290.800	67.710	18.040	5.637	497.600	115.900	30.680	10.420	
41626.817	0	3016.964	0	1660.000	363.500	85.260	21.740	2125.000	449.500	105.400	25.050	292.700	67.840	18.310	5.730	501.700	116.200	30.810	10.280	
41626.829	0	3017.048	0	1623.000	355.600	83.080	21.150	2090.000	445.400	104.400	24.830	290.800	67.310	17.990	5.649	493.700	113.900	30.000	10.120	
41626.935	0	3017.132	0	1623.000	357.300	83.830	21.420	2089.000	447.600	103.900	24.560	288.800	66.790	17.970	5.603	489.200	113.200	29.700	9.962	
41627.047	0	3017.216	0	1639.000	367.200	85.100	21.540	2104.000	452.000	104.100	24.750	285.300	66.030	17.830	5.505	483.200	111.600	29.640	9.902	
41627.154	0	3017.300	0	1712.000	378.800	88.320	22.300	2178.000	466.300	108.400	25.550	282.200	65.500	17.440	5.412	478.200	110.900	29.090	9.749	
41627.167	0	3017.384	0	1772.000	393.400	91.400	22.930	2246.000	485.400	113.500	26.780	280.100	64.820	17.270	5.359	473.000	109.400	28.570	9.594	
41627.231	0	3017.511	0	1842.000	414.700	97.140	23.990	2345.000	517.300	121.200	28.370	280.200	63.800	16.830	5.180	466.800	106.100	27.750	9.149	
41627.349	0	3017.595	0	1909.000	430.000	100.400	24.850	2423.000	536.000	124.900	29.110	274.600	62.160	16.420	4.996	458.900	103.700	27.160	8.929	
41627.459	0	3017.658	0	1952.000	438.600	101.600	25.000	2454.000	538.600	125.700	29.490	271.900	61.360	16.230	4.902	456.300	103.400	27.190	8.973	
41627.555	0	3017.742	0	1975.000	447.000	103.600	25.270	2467.000	543.700	127.400	29.490	268.600	61.050	16.120	4.877	455.100	102.300	27.130	8.991	
41627.655	0	3017.825	0	1990.000	448.900	103.200	25.560	2484.000	545.400	128.000	29.620	269.900	60.480	16.130	4.879	455.100	102.700	27.050	8.926	
41627.668	0	3017.909	0	1998.000	449.200	104.800	25.760	2504.000	548.300	129.100	29.930	267.900	60.270	16.060	4.865	455.000	102.300	27.160	8.986	
41627.780	0	3017.993	0	2021.000	451.000	105.700	25.780	2516.000	550.300	129.300	30.110	266.100	60.050	16.010	4.857	455.100	102.000	27.260	9.024	
41627.896	0	3018.077	0	2038.000	455.200	106.000	26.070	2513.000	552.600	129.100	30.000	265.500	59.630	15.940	4.820	452.900	101.000	26.880	8.836	
41627.995	0	3018.161	0	2020.000	455.500	104.100	25.570	2508.000	551.700	128.400	30.000	265.900	58.740	15.720	4.740	444.700	98.190	26.200	8.637	
41628.008	0	3018.224	0	2016.000	451.500	104.500	25.480	2515.000	551.700	129.200	29.870	259.000	58.450	15.640	4.704	437.300	97.180	25.650	8.541	
41628.099	0	3018.329	0	2014.000	454.600	104.800	25.350	2501.000	546.000	127.700	29.630	261.700	58.030	15.510	4.736	435.000	96.710	25.760	8.591	
41628.196	0	3018.413	0	2006.000	447.100	103.600	25.340	2476.000	540.500	126.700	29.470	258.800	58.010	15.600	4.799	436.900	97.490	25.940	8.655	
41628.296	0	3018.476	0	2002.000	447.500	103.900	25.390	2489.000	544.300	127.000	29.460	263.100	58.230	15.660	4.817	438.000	98.100	26.110	8.746	
41628.309	0	3018.561	0	2013.000	449.900	103.500	25.550	2507.000	546.700	128.300	29.710	260.000	58.560	15.610	4.829	437.600	98.620	26.050	8.747	
41628.413	0	3018.645	0	2003.000	450.100	104.200	25.510	2488.000	543.400	127.700	29.750	261.000	58.610	15.600	4.854	438.300	98.480	26.250	8.794	
41628.509	0	3018.771	0	2008.000	453.700	105.000	25.750	2497.000	550.000	128.700	29.910	263.900	58.690	15.690	4.795	439.500	98.830	26.170	8.717	
41628.640	0	3018.855	0	2021.000	456.600	105.700	25.920	2518.000	551.900	130.600	30.340	261.800	58.350	15.550	4.766	439.000	98.270	25.930	8.673	
41628.740	0	3018.939	0	2027.000	454.900	106.400	25.880	2539.000	557.200	131.100	30.520	257.900	58.150	15.410	4.707	438.000	97.990	26.130	8.630	
41628.806	0	3019.023	0	2042.000	457.900	107.000	26.260	2542.000	557.300	131.300	30.470	258.300	57.810	15.400	4.684	436.100	98.110	26.160	8.736	
41628.818	0	3019.086	0	2045.000	458.400	107.600	26.310	2550.000	560.500	131.200	30.360	257.500	58.000	15.440	4.694	437.600	97.910	25.990	8.550	
41628.967	0	3019.191	0	2037.000	459.500	105.500	25.970	2521.000	555.200	129.900	30.180	259.100	57.190	15.290	4.645	430.400	95.890	25.380	8.398	
41629.076	0	3019.274	0	2029.000	452.800	106.100	25.690	2529.000	553.800	130.200	30.050	253.600	56.540	15.060	4.599	424.200	93.960	24.990	8.244	
41629.191	0	3019.337	0	2028.000	454.900	105.200	25.610	2513.000	554.000	129.200	29.980	252.200	56.240	15.060	4.584	421.100	93.260	24.790	8.172	
41629.204	0	3019.421	0	2016.000	452.300	105.100	25.520	2514.000	550.200	129.200	29.940	250.700	55.900	15.020	4.563	419.800	92.930	24.570	8.203	
41629.309	0	3019.505	0	2014.000	449.800	104.400	25.580	2510.000	549.800	129.500	29.950	250.100	55.680	14.970	4.524	418.500	92.520	24.420	8.126	
41629.421	0	3019.590	0	2025.000	451.900	104.600	25.570	2523.000	546.700	129.400	29.920	252.200	55.620	14.890	4.506	417.800	92.270	24.570	8.160	
41629.528	0	3019.674	0	2012.000	453.000	104.700	25.700	2494.000	550.600	129.200	29.890	250.600	55.630	14.920	4.553	415.800	92.350	24.660	8.200	
41629.541	0	3019.758	0	2022.000	451.100	105.000	25.510	2494.000	548.100	129.200	29.930	251.700	55.740	14.940	4.522	415.900	92.810	24.570	8.218	
41629.646	0	3019.842	0	2002.000	450.700	105.000	25.340	2510.000	548.900	128.200	29.700	252.200	55.830	14.910	4.550	418.700	92.580	24.720	8.218	
41629.742	0	3019.947	0	1999.000	454.000	105.000	25.640	2490.000	548.300	128.300	29.820	249.600	56.120	14.950	4.559	420.600	93.460	24.740	8.307	
41629.858	0	3020.052	0	1997.000	453.800	105.300	25.740	2506.000	549.500	129.200	29.860	251.000	55.950	15.020	4.568	421.100	93.710	24.840	8.318	
41629.969	0	3020.115	0	2013.000	452.300	105.200	25.380	2472.000	543.600	128.500	29.560	251.600	56.210	14.940	4.545	416.800	92.550	24.430	8.125	
41629.982	0	3020.199	0	1997.000	445.300	103.400	25.200	2478.000	542.800	127.000	29.460	250.000	55.630	14.850	4.488	412.600	90.810	24.280	7.970	
41630.087	0	3020.283	0	1983.000	442.100	102.500	24.980	2471.000	541.400	127.700	29.410	248.900	55.310	14.810	4.455	409.900	89.970	23.900	7.937	
41630.199	0	3020.367	0	1975.000	441.300	101.900	24.860	2459.000	540.600	127.200	29.460	249.400	55.050	14.780	4.469	406.800	89.590	23.780	7.866	
41630.304	0	3020.451	0	1953.000	441.700	101.800	24.750	2452.000	538.600	127.400	29.220	249.700	54.920	14.720	4.455	406.100	88.950	23.710	7.909	
41630.317	0	3020.536	0	1943.000	440.000	101.900	24.870	2462.000	541.600	126.800	29.270	248.300	54.990	14.790	4.435	405.800	89.040	23.750	7.891	
41630.422	0	3020.618	0	1950.000	442.100	103.000	24.990	2448.000	536.300	126.500	29.190	249.500	54.970	14.730	4.458	407.100	89.680	23.770	7.922	
41630.518	0	3020.703	0	1957.000	439.500	102.500	24.910	2453.000	536.200	126.500	29.180	248.900	55.010	14.700	4.461	408.800	90.230	23.840	7.935	
41630.584	0	3020.787	0	1962.000	436.300	101.700	24.930	2440.000	537.400	126.500	29.180	250.000	55.440	14.800	4.464	409.700	90.780	23.970	7.988	
41630.596	0	3020.871	0	1964.000	438.800	102.100	24.950	2454.000	536.400	126.000	29.400	251.400	55.510	14.750	4.479	409.700	90.860	24.080	7.961	
41630.754	0	3020.955	0	1960.000	438.000	102.400	25.250	2444.000	537.700	126.200	29.230	250.700	55.850	14.900	4.469	412.900	91.320	24.160	7.993	
41630.851	0	3021.018	0	1957.000	436.600	102.700	24.830	2437.000	534.700	125.700	28.970	251.300	55.710	14.810	4.456	409.500	89.410	23.810	7.835	
41630.967	0	3021.144	0	1929.000	436.100	101.300	24.480	2431.000	531.600	125.700	29.080	249.100	55.150	14.690	4.415	405.300	89.010	23.360	7.775	
41631.066	0	3021.228	0	1934.000	433.400	100.100	24.510	2427.000	532.400	125.900	28.940	247.400	55.180	14.620	4.422	402.400	88.350	23.210	7.631	
