A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition
0.006162,8.925E-5,0.001674,1.632E-4,0.001336,3.802E-4,0.001518,5.303E-4,5.001E-4,-2.315E-4,4.856E-4,2.401E-4,-1.377E-4,5.265E-4,-1.363E-4,6.714E-4,junk
0.006732,1.171E-4,0.00208,2.07E-4,0.001595,4.083E-4,0.001997,5.406E-4,0.001132,-1.436E-4,8.934E-4,2.777E-4,3.097E-4,5.613E-4,2.558E-4,7.225E-4,junk
0.007247,1.16E-4,0.00199,2.263E-4,0.001553,4.186E-4,0.001911,5.933E-4,0.001049,-1.555E-4,9.395E-4,2.694E-4,3.496E-4,5.466E-4,3.741E-4,6.899E-4,junk
0.007784,1.499E-4,0.002103,2.409E-4,0.001742,4.552E-4,0.00201,5.829E-4,0.00139,-7.795E-5,0.001096,2.865E-4,4.381E-4,5.658E-4,4.941E-4,6.973E-4,junk
0.008213,1.89E-4,0.00234,2.787E-4,0.001884,4.451E-4,0.002321,6.121E-4,0.001513,-8.264E-5,0.001216,2.686E-4,5.38E-4,5.507E-4,6.505E-4,6.746E-4,junk
0.008251,1.795E-4,0.00211,2.66E-4,0.001795,4.749E-4,0.001988,6.297E-4,0.001451,-4.377E-5,0.001109,2.634E-4,3.112E-4,5.469E-4,4.262E-4,6.851E-4,junk
0.008313,2.017E-4,0.002474,2.749E-4,0.002027,4.74E-4,0.002408,5.781E-4,0.001678,2.316E-5,0.001254,2.456E-4,6.506E-4,5.077E-4,7.07E-4,6.559E-4,junk
0.008213,1.426E-4,0.002241,2.732E-4,0.001811,4.487E-4,0.002103,6.065E-4,0.001223,2.476E-6,0.001035,2.247E-4,2.572E-4,4.892E-4,3.859E-4,6.245E-4,junk
0.007877,8.293E-5,0.002105,2.521E-4,0.00181,4.49E-4,0.00203,5.556E-4,0.002103,1.638E-5,0.001403,2.033E-4,8.179E-4,4.748E-4,8.695E-4,5.927E-4,junk
0.007805,3.79E-5,0.002284,2.793E-4,0.001796,4.515E-4,0.002241,5.726E-4,0.001241,-4.854E-5,0.001011,1.895E-4,2.93E-4,4.177E-4,4.135E-4,5.504E-4,junk
0.007511,2.117E-5,0.00194,2.467E-4,0.001649,4.279E-4,0.001886,5.554E-4,0.00213,-2.323E-5,0.001351,1.851E-4,8.291E-4,4.142E-4,8.831E-4,5.298E-4,junk
0.007084,7.455E-5,0.00221,2.382E-4,0.001812,4.246E-4,0.002167,5.344E-4,0.001057,-1.095E-4,9.198E-4,1.439E-4,1.819E-4,3.568E-4,3.284E-4,4.707E-4,junk
0.007066,-4.196E-5,0.002042,2.457E-4,0.001593,4.157E-4,0.002005,5.455E-4,0.001858,2.296E-5,0.001247,1.626E-4,6.155E-4,3.351E-4,7.125E-4,4.6E-4,junk
0.006638,2.233E-5,0.001891,2.195E-4,0.001551,4.095E-4,0.001776,5.366E-4,5.898E-4,-4.492E-5,6.839E-4,1.251E-4,-1.105E-4,2.868E-4,2.426E-5,4.152E-4,junk
0.006971,9.949E-6,0.002216,2.633E-4,0.001734,4.134E-4,0.002267,5.478E-4,0.001282,-6.385E-5,9.064E-4,1.18E-4,2.415E-4,2.773E-4,3.435E-4,4.115E-4,junk
0.006929,3.882E-5,0.001925,2.215E-4,0.001542,4.326E-4,0.001884,5.443E-4,1.672E-4,-1.337E-4,4.393E-4,1.074E-4,-3.099E-4,2.403E-4,-1.264E-4,3.523E-4,junk
0.006511,1.139E-4,0.002054,2.332E-4,0.001595,4.177E-4,0.001951,5.445E-4,5.504E-4,-1.301E-4,6.122E-4,9.798E-5,-8.197E-5,2.411E-4,3.616E-6,3.782E-4,junk
0.00719,1.025E-4,0.00215,2.745E-4,0.001763,4.312E-4,0.0022,5.512E-4,-5.794E-4,-2.98E-4,1.855E-4,5.477E-5,-5.266E-4,1.85E-4,-4.432E-4,3.325E-4,junk
0.00742,9.783E-5,0.001912,2.348E-4,0.001596,4.553E-4,0.001834,5.554E-4,-1.871E-4,-3.123E-4,3.029E-4,4.563E-5,-4.386E-4,2.103E-4,-3.618E-4,3.408E-4,junk
0.007495,1.964E-4,0.002381,2.774E-4,0.00192,4.341E-4,0.002418,5.666E-4,-7.723E-4,-3.896E-4,8.993E-5,3.935E-5,-6.809E-4,1.81E-4,-5.36E-4,3.132E-4,junk
0.008318,2.403E-4,0.002288,2.881E-4,0.002029,4.609E-4,0.002312,5.904E-4,-5.441E-4,-3.553E-4,1.428E-4,5.526E-5,-5.595E-4,1.98E-4,-5.105E-4,3.465E-4,junk
0.007589,1.753E-4,0.00211,2.348E-4,0.001707,4.382E-4,0.002056,5.263E-4,-0.001286,-3.27E-4,8.948E-5,8.85E-5,-6.398E-4,2.246E-4,-4.873E-4,3.554E-4,junk
0.008631,1.452E-4,0.002576,3.183E-4,0.00219,4.847E-4,0.002607,6.644E-4,-0.001337,-1.336E-4,-2.779E-4,1.488E-4,-0.001778,9.671E-5,-0.001579,2.331E-4,junk
0.01138,5.582E-5,0.003164,3.425E-4,0.002781,6.584E-4,0.003075,8.55E-4,9.228E-4,0.001,-8.535E-4,2.711E-4,-0.003799,-2.756E-4,-0.00275,-1.459E-4,junk
0.01114,-9.313E-5,0.003146,3.44E-4,0.002496,6.615E-4,0.00308,8.946E-4,0.001443,0.001418,-0.001284,3.305E-4,-0.004226,-3.162E-4,-0.002236,-7.262E-5,junk
0.01156,-7.437E-5,0.003275,3.486E-4,0.002925,6.168E-4,0.003313,8.713E-4,0.00313,0.001502,-5.561E-5,3.853E-4,-0.002602,-1.922E-4,-3.843E-4,1.356E-4,junk
0.01068,-9.845E-5,0.003048,2.854E-4,0.002506,6.1E-4,0.002868,8.314E-4,0.003643,0.001614,1.638E-4,4.353E-4,-0.0023,-1.193E-4,2.133E-4,2.662E-4,junk
0.009648,-5.332E-5,0.002738,3.067E-4,0.00226,5.465E-4,0.002777,7.569E-4,0.004654,0.001653,7.915E-4,4.931E-4,-0.001526,-1.007E-5,0.001162,3.484E-4,junk
0.009553,2.18E-5,0.002664,2.824E-4,0.002307,5.427E-4,0.002613,6.741E-4,0.005137,0.001696,9.684E-4,5.002E-4,-0.00124,-1.374E-5,0.001402,3.461E-4,junk
0.007727,1.208E-4,0.002064,2.487E-4,0.001575,4.474E-4,0.001976,6.031E-4,0.006234,0.001778,0.001359,5.307E-4,-7.819E-4,-1.764E-6,0.001838,2.987E-4,junk
0.007228,1.163E-4,0.001941,2.417E-4,0.001667,4.015E-4,0.001975,5.134E-4,0.006975,0.001754,0.001732,5.219E-4,-1.77E-4,-3.513E-5,0.002099,2.568E-4,junk
0.007284,1.034E-4,0.001945,2.233E-4,0.001607,4.17E-4,0.001873,5.291E-4,0.007247,0.001782,0.001776,5.138E-4,-5.528E-5,-2.018E-5,0.00209,2.088E-4,junk
0.006701,1.707E-4,0.001777,2.179E-4,0.001292,3.982E-4,0.001685,5.422E-4,0.007467,0.001734,0.001601,4.155E-4,-3.689E-4,-1.89E-4,0.001572,-3.373E-5,junk
0.007173,2.225E-4,0.001827,2.028E-4,0.00158,4.016E-4,0.001749,4.935E-4,0.006526,0.001914,3.164E-4,3.514E-4,-0.002231,-3.81E-4,2.429E-4,-2.392E-4,junk
