heart_rate,condition
75,neutral
76,neutral
76,neutral
75,neutral
75,neutral
75,neutral
75,neutral
74,neutral
75,neutral
75,neutral
75,neutral
75,neutral
75,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
75,neutral
75,neutral
75,neutral
75,neutral
76,neutral
76,neutral
75,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
74,neutral
75,neutral
74,neutral
74,neutral
75,neutral
75,neutral
74,neutral
74,neutral
75,neutral
72,classifying
72,classifying
